living area,number of floors,Built Year,Price,bedrooms,bathrooms
2300,2.0,2001,342000,4,2.5
1390,1.5,1908,341000,3,1.0
2790,1.0,1977,340000,8,2.75
1830,1.0,1950,312500,3,1.75
2600,1.0,1969,304900,4,1.75
1190,1.0,1948,295950,2,1.0
1440,1.0,1967,290000,3,1.0
1520,2.0,2004,288000,3,2.5
2270,2.0,1995,285000,5,2.5
1890,2.0,1997,280500,4,2.5
1740,1.0,1962,267000,3,1.0
1180,1.0,1992,265900,3,2.0
1020,1.0,1959,265000,3,1.0
2060,1.0,1962,264500,4,2.25
920,2.0,1995,255000,2,1.5
1770,1.0,1959,250000,3,1.75
1570,1.0,1960,240000,3,1.75
1200,1.5,1923,220000,4,1.0
2080,1.0,1966,198000,4,1.75
660,1.0,1912,100000,2,0.75
1300,1.0,1960,625000,3,1.5
2320,2.0,2003,600000,3,2.5
2920,2.0,1937,1740000,4,2.25
2700,2.0,2004,1200000,4,2.5
2110,2.0,1972,825000,4,2.25
3130,1.5,1953,671000,4,3.0
1540,3.0,1995,499000,3,2.5
1470,1.0,1984,459500,3,1.75
3160,1.5,1917,1280000,4,2.5
1990,1.0,1952,625000,2,1.75
1480,1.0,1975,395000,3,1.75
3110,2.0,1946,1640000,3,2.5
3770,2.0,1925,1450000,4,3.25
5430,2.0,1987,1360000,4,3.0
2360,2.0,2013,1300000,4,2.25
3870,2.0,1997,1280000,3,2.5
3540,2.0,1989,888550,3,2.5
1820,1.0,1952,875000,3,1.5
3040,1.5,1923,870000,4,3.0
3990,2.0,2004,866000,4,3.25
3595,2.0,2014,861990,5,2.75
2760,1.0,1967,821000,3,2.75
2600,1.0,1953,780000,4,2.0
4100,2.0,1981,775000,4,3.25
2350,2.0,1977,747500,4,2.25
2030,2.0,1980,685000,3,3.25
1880,1.0,1984,681000,3,1.75
2330,2.0,2005,680000,4,2.75
4050,2.0,1970,670000,6,3.0
2860,2.0,1958,670000,5,2.5
2800,1.0,1963,665000,5,2.0
2690,2.0,1985,645000,4,2.5
2530,1.5,1910,631500,4,2.0
1830,2.0,2011,593000,3,2.75
1860,2.0,1908,588000,3,2.0
2400,2.0,1990,575000,4,2.5
1890,1.5,1901,570000,3,1.0
1640,1.0,1924,570000,3,2.0
1580,1.0,1910,558000,2,2.0
1740,1.5,1920,555000,3,1.5
1660,1.5,1930,548800,4,1.0
2040,2.0,1987,542500,3,2.5
2590,2.0,1984,538250,3,2.25
1130,2.0,2009,536000,2,1.5
1320,1.0,1918,530000,3,1.75
3000,1.0,1979,527000,6,3.5
1420,3.0,2014,510000,3,2.5
3030,2.0,2009,509900,3,2.5
1060,2.0,2006,505000,2,2.25
1700,1.0,1955,500000,4,2.0
1720,2.0,2011,500000,3,2.5
1910,2.0,2014,494815,3,2.5
1290,1.0,1906,494000,2,1.0
2286,2.0,2002,481000,4,2.5
1680,1.0,1959,480000,3,2.25
2510,1.0,1977,475000,5,2.5
1990,2.0,1993,450000,3,2.5
1480,1.0,1971,450000,3,1.75
1240,2.0,1985,445000,2,2.0
1650,1.5,1902,443000,5,1.75
1490,2.0,1948,437500,3,2.0
2220,1.0,1967,437000,3,1.75
1620,3.0,2009,420000,3,2.25
1450,2.0,1989,410000,3,2.25
2340,1.0,1982,404950,4,2.25
1920,2.0,1993,391500,3,2.5
1190,1.0,1981,382500,2,1.0
1601,3.0,2007,378000,3,2.5
1260,2.0,2001,374000,2,1.5
1590,2.0,1960,373000,4,1.75
1800,2.0,1931,360000,3,1.5
2370,2.0,2014,351999,3,2.5
1450,2.0,2004,339000,3,2.5
800,1.0,1951,335950,2,1.5
2250,1.5,1998,328000,3,2.0
1560,1.0,1948,320000,3,1.0
2220,1.0,1950,320000,3,1.75
1120,1.0,1969,320000,3,1.0
2200,1.0,1960,300000,4,3.0
930,1.5,1919,300000,3,1.0
2090,2.0,2007,300000,4,2.5
1520,2.0,2004,296475,3,2.5
1940,1.5,1918,295000,3,1.75
1640,2.0,1908,295000,3,1.5
1995,2.0,1981,266000,4,2.25
1500,1.0,1926,245000,2,1.0
1390,1.0,1954,230000,3,1.0
1140,2.0,2014,230000,3,1.75
1230,1.0,1967,229500,3,1.0
960,1.0,1967,215000,3,1.0
1180,1.0,1968,209950,3,1.5
1100,1.0,1961,199990,3,1.0
1190,1.0,1910,195000,2,1.0
1060,1.0,1981,170500,2,1.0
6500,2.0,2001,2460000,4,5.25
4710,2.0,1931,2180000,6,2.75
3490,2.0,1939,1680000,3,2.5
2890,3.0,1984,1570000,4,2.25
3150,2.0,2014,1210000,4,3.5
3960,2.0,2006,1200000,4,3.5
3830,2.0,1991,1150000,3,2.5
7320,2.0,1992,1140000,5,4.0
2790,1.0,2006,1130000,3,2.25
3180,1.0,1978,1120000,4,2.5
2360,1.5,1997,1090000,2,2.0
4740,2.0,1991,1050000,4,3.75
2250,1.5,1927,1050000,4,2.75
3130,2.0,2013,999000,4,2.5
3500,2.0,1927,970000,5,2.75
3480,1.0,1941,950000,3,2.5
3180,2.0,1978,900000,3,2.5
2310,3.0,1979,890000,4,2.75
3110,2.0,1979,875000,4,3.5
3176,2.0,1985,819000,3,2.75
3370,2.0,2007,812000,4,3.5
2700,1.0,2007,810000,2,2.75
3420,1.0,1987,789900,3,2.5
5270,2.0,2004,782000,4,3.5
2560,2.0,1901,780000,2,2.5
3010,2.0,2004,765000,4,4.0
3090,2.0,2010,760005,4,2.75
2410,2.0,1965,720000,4,2.25
3580,2.5,1991,711600,4,3.0
2510,1.0,1975,695500,5,2.75
3220,2.0,1991,690000,4,2.5
2610,2.0,2006,674600,4,2.5
2830,2.0,2012,673000,3,2.75
3720,1.0,2003,650000,4,3.0
2850,2.0,1987,645000,4,2.5
2290,2.0,2005,630000,2,2.5
2050,1.0,1973,623000,3,1.75
1170,1.5,1927,613000,2,2.0
1900,1.5,1969,600000,3,2.25
2250,2.0,1991,600000,4,2.5
2560,1.0,1987,599000,3,2.0
1570,1.0,2006,592350,2,2.0
2630,2.0,1999,585000,4,2.5
2130,1.0,1980,580000,4,2.5
1940,1.0,1987,580000,3,2.25
2790,1.0,1956,568000,4,1.75
1950,1.0,1968,560000,4,2.25
1820,2.0,1984,557500,3,2.25
2490,2.0,2005,550000,3,3.5
1070,1.0,1966,542000,3,1.75
1785,2.0,1975,530000,2,2.5
2820,1.0,1968,527700,5,2.5
1920,1.0,1912,517000,2,1.5
1810,2.0,1992,513000,3,2.5
1900,1.0,1977,485000,4,2.25
1060,1.0,1924,480000,2,1.0
1340,1.0,1955,479000,3,1.0
2530,2.0,1997,469950,4,2.75
1830,1.0,1962,468000,3,1.5
2620,2.0,1991,460000,4,2.5
1910,1.0,1921,458400,4,2.5
3440,2.0,2002,455000,4,3.5
2680,2.0,2013,449990,4,2.5
1860,2.0,1998,440000,3,2.0
2570,2.0,1980,439000,4,2.25
1270,3.0,2000,438000,2,2.0
2230,1.0,1998,435000,4,2.75
2150,2.0,2010,435000,4,2.5
1550,1.0,1942,430000,3,2.0
880,1.0,1940,427550,2,1.0
1920,2.0,1970,415000,4,1.75
1880,1.0,1945,412000,3,1.75
2060,1.0,1963,410000,4,2.25
2560,2.0,2006,410000,4,2.5
1320,1.5,1920,410000,3,2.0
1010,1.5,1953,405000,3,1.5
1360,1.5,1928,399500,4,1.75
1180,1.0,1967,390000,3,1.75
2090,1.0,1961,383000,3,2.25
1984,1.0,1962,380000,4,2.5
2860,2.0,1990,378500,3,2.5
1660,1.0,1976,375000,3,1.75
1650,1.0,1954,371500,3,1.0
1570,2.0,1982,370000,3,1.75
2100,1.0,1964,368000,4,1.75
1810,2.0,1998,362000,5,3.0
1210,2.0,2014,357562,2,1.75
3000,2.0,2005,355000,4,2.75
2120,1.0,1997,340000,3,2.25
2760,1.0,1969,336000,3,2.25
2530,2.0,1993,336000,4,2.5
2538,2.0,2013,335606,3,2.5
2250,2.0,2014,333490,4,2.5
2120,1.0,1979,332000,3,2.25
2220,1.0,1993,330000,3,2.25
1060,1.0,1968,326500,3,1.0
800,1.0,1953,325000,2,1.0
810,1.0,1941,325000,2,1.0
1450,2.0,2013,320000,3,3.25
1080,1.0,1919,315000,2,1.0
1920,2.0,1994,308950,4,2.5
2200,2.0,1998,300000,4,2.5
1150,1.0,1960,300000,3,1.0
1910,2.0,2009,293000,3,2.25
1520,1.0,1959,292600,3,1.5
770,1.0,1948,277000,2,1.0
1400,1.5,1944,267000,3,1.0
1550,1.0,1976,255000,3,1.75
1140,1.0,1983,250000,3,1.75
1090,2.0,1982,249000,2,1.5
2600,1.0,1978,245000,4,2.25
1600,2.0,1992,245000,3,2.5
2340,1.0,1967,235500,5,2.5
1020,1.0,1939,235000,2,1.0
1460,1.0,1966,232000,3,1.5
1200,1.0,1968,228950,3,1.75
960,1.0,1949,210000,3,2.0
1070,1.0,1949,210000,3,1.0
1180,1.0,1967,205000,3,1.0
1320,1.5,1912,201500,3,1.0
910,1.0,1968,190000,3,1.0
1040,1.0,1958,183500,3,1.0
850,1.0,1906,165000,1,1.0
1350,1.5,1942,160000,3,1.0
1400,1.0,1968,148226,3,1.0
630,1.0,1930,148000,2,1.0
1150,1.0,1962,115000,1,2.0
4290,2.0,1985,2680000,5,3.0
5780,2.0,2006,2320000,5,4.75
4830,2.0,1952,1680000,5,5.25
4230,2.0,1916,1470000,6,4.5
3550,1.0,1999,1360000,4,3.5
2920,1.0,1957,1250000,4,2.5
5430,2.0,2007,1240000,5,3.5
4260,2.0,2008,1070000,4,3.75
4440,2.0,2003,1040000,4,3.5
4030,2.0,2000,989000,5,4.5
2230,2.0,1935,900000,4,2.5
2783,2.0,1910,840000,3,2.0
2000,1.0,1958,810000,4,1.75
3300,3.0,2014,760000,4,2.25
2100,1.0,1975,759000,4,1.75
3020,2.0,2004,750000,4,2.5
2910,1.0,1957,749950,4,2.75
2820,2.0,2008,749000,3,2.75
2700,2.0,1910,749000,4,2.75
2150,1.0,2010,741500,2,2.5
3360,2.0,1997,740000,4,2.5
2320,2.0,1935,737500,3,1.75
2290,1.0,2007,737000,2,2.25
4280,2.0,2002,734950,4,3.25
3350,2.0,1985,720500,4,2.5
1410,2.0,1901,700000,3,1.0
3650,2.0,1996,696000,4,3.5
3710,2.0,1999,692500,4,2.75
1780,1.0,1925,680000,3,2.0
2100,1.5,1928,679000,4,2.75
1240,1.0,1927,660000,3,1.0
2510,2.0,2002,660000,4,2.5
3510,2.0,2014,659950,4,2.75
3080,2.0,1997,635000,4,2.5
1710,1.0,1986,630000,3,1.75
1600,1.5,1946,625000,4,1.0
3160,1.0,1978,625000,3,1.75
2250,1.0,1964,624800,3,2.0
2630,2.0,2001,610000,3,2.5
1830,3.0,2014,599950,3,3.25
2580,1.0,1901,599000,7,2.5
3730,2.0,2015,595000,4,3.25
2720,2.0,1989,594950,4,2.5
2650,1.0,1975,590000,3,2.5
2600,2.0,1998,583000,3,2.5
1850,1.0,1909,580000,3,1.75
4000,2.0,2004,570000,6,3.75
2220,1.5,1929,569000,3,3.25
2500,2.0,1990,565000,3,2.5
2570,2.0,1990,561000,4,2.5
1960,2.0,2002,560000,3,2.5
1010,1.0,1960,560000,2,1.0
1970,2.0,1929,550000,3,2.0
2150,1.0,1966,550000,4,1.75
1440,1.5,1924,550000,4,1.0
2760,2.0,2002,545000,3,2.5
3010,2.0,2009,538000,3,2.5
1790,2.0,2010,530000,3,2.5
2910,1.0,1985,525000,4,2.75
1710,1.0,1955,525000,4,1.75
3670,2.0,2005,525000,4,2.5
2140,1.0,1950,507000,3,1.75
1350,1.0,2008,498800,2,1.75
2660,1.0,1964,495000,3,2.0
2540,2.0,2005,487000,4,2.5
3560,2.0,1988,486000,4,2.5
2550,1.0,1967,480000,5,2.75
2380,2.0,1979,470000,4,2.25
2100,1.0,1976,468000,4,2.5
1980,2.0,1974,463000,4,2.5
2850,1.0,1925,450000,5,2.5
1460,2.0,1983,450000,3,2.5
1920,2.0,1989,443000,3,2.25
1270,3.0,2007,440000,3,1.5
2550,2.0,2009,435000,4,2.5
1320,1.0,1939,425000,2,1.0
1510,1.0,1954,420000,3,1.75
1840,1.5,1950,415000,4,1.5
3360,2.0,1990,412000,4,3.5
1660,1.0,1980,410000,3,1.75
3320,2.0,1999,409124,5,3.25
1760,1.0,1967,400000,3,2.0
1970,1.0,1986,399950,5,2.75
930,1.0,1940,395000,2,1.0
1970,1.0,1961,395000,4,2.75
780,1.0,1918,380000,2,1.0
1530,2.0,1986,379000,3,2.5
1390,3.0,2007,374950,3,2.25
1550,1.0,1978,359000,3,1.5
1590,2.0,2000,356000,3,2.5
1600,1.0,1958,340000,3,1.0
1370,2.0,1930,335500,3,1.0
730,1.0,2008,321500,1,1.0
1460,1.0,1952,310000,3,1.5
1980,1.0,1963,309000,3,2.25
1450,1.0,1969,306000,3,1.0
1800,1.0,1966,305000,3,1.5
1820,1.0,1926,300000,4,1.75
1460,2.0,2000,299880,3,2.5
800,1.0,1953,295000,2,1.0
1950,1.0,1959,290000,3,1.5
1730,1.0,1962,287000,5,1.5
1880,1.0,1960,284000,4,1.75
1500,1.0,1957,284000,3,1.5
2030,2.0,1944,275000,4,2.0
1200,1.0,1954,275000,3,1.0
1660,1.0,1978,270000,4,2.5
1120,1.0,1966,252000,4,1.75
990,1.0,1960,250000,3,1.0
1610,2.0,1994,245000,3,2.5
1460,1.0,1987,237950,2,1.75
1940,1.0,1969,232500,3,1.5
2010,1.0,1979,229000,4,2.25
990,1.0,1943,226550,3,1.0
1860,1.5,1920,215000,4,1.5
1770,1.0,1959,215000,3,1.75
1200,1.0,1967,215000,3,1.0
840,1.0,1952,187000,2,1.0
1600,1.0,1966,154950,4,1.0
490,1.5,1959,150000,3,0.75
960,1.0,1970,137124,3,1.0
4800,2.0,2007,1980000,6,4.5
4460,2.0,1955,1910000,4,3.0
5470,2.0,1992,1610000,4,2.75
6070,2.0,1999,1550000,5,4.25
5720,2.0,2004,1330000,6,4.25
3460,2.0,2007,1250000,3,3.0
1800,2.0,1984,958000,4,3.5
2640,2.0,1922,880000,6,2.5
3360,2.0,1994,879000,4,2.5
2960,2.0,2004,875000,5,3.0
3480,2.0,1979,860000,5,2.25
2310,1.5,1966,850000,5,2.0
4230,2.0,1996,847700,5,3.25
3840,2.0,1998,840000,4,3.5
2220,2.0,1914,800000,3,2.75
1370,2.0,1907,797000,3,2.5
2980,1.5,1916,775000,6,2.75
3000,1.0,2007,770000,5,2.5
2130,2.0,1920,749000,4,1.5
1830,1.0,1910,740000,3,1.5
2820,2.0,2004,735000,3,2.5
1950,1.0,1919,725000,2,1.75
1690,1.0,1959,725000,3,1.75
3340,2.0,1999,720000,4,2.5
1810,1.0,1959,713400,3,2.25
2870,1.0,1968,710000,4,2.5
3310,2.0,1992,695000,4,3.5
1920,1.0,1924,675000,3,1.75
2390,2.0,2006,675000,4,2.5
1420,2.0,2003,670000,3,2.5
2320,1.0,1956,657500,3,2.0
2640,2.0,1995,657000,4,2.5
2170,2.0,1980,655000,4,2.25
1840,1.0,1942,639000,4,2.0
2600,1.0,1976,610000,4,2.75
2410,1.0,1912,600000,2,2.5
3340,2.0,2012,592000,5,3.5
1140,1.0,1916,569950,4,1.0
1670,1.0,2004,554000,2,2.0
2930,1.0,1980,545000,2,2.0
2060,2.0,1987,545000,3,2.5
2800,1.0,1996,540500,3,2.0
2850,2.0,2006,535000,5,3.25
2280,1.0,1947,525000,4,1.75
1340,1.5,1903,525000,2,1.5
1240,1.0,1962,505000,2,1.0
1640,1.0,1989,500000,3,1.75
1520,1.0,1967,499950,4,1.75
1880,1.0,1951,475000,3,2.0
2690,1.0,1960,469000,5,2.5
840,1.0,1926,445000,2,1.0
1560,1.0,1968,439000,4,2.0
2700,2.0,1998,426500,4,2.5
1500,2.0,2005,418000,2,2.5
2320,1.0,1956,416100,4,1.75
1470,1.0,1953,410000,3,1.0
2680,2.0,1943,400000,4,2.0
3110,2.0,1999,379900,3,2.0
1280,1.5,1920,379000,4,1.5
2380,2.0,2005,360000,4,2.5
2110,2.0,1989,355000,3,2.5
1170,1.5,1959,350000,4,1.0
2800,2.0,1993,350000,4,2.5
1720,1.0,1971,350000,4,2.0
1500,2.0,2005,348000,3,2.5
3140,1.0,1985,345000,3,1.75
1320,2.0,2008,342500,2,1.5
1420,2.0,1981,336500,3,2.25
2340,2.0,1992,315000,3,2.5
1480,1.0,1959,307150,3,1.5
1714,2.0,2009,307000,4,2.5
970,1.0,1940,303000,2,2.0
740,1.0,1915,295000,2,1.0
1720,2.0,1983,290256,3,2.25
670,1.0,1942,279000,2,1.0
1889,2.0,2012,277950,4,2.5
1830,2.0,2007,275000,4,2.5
1550,2.0,2009,273500,3,2.5
1530,2.0,1991,265000,3,2.5
1580,1.0,1993,263000,3,1.75
1490,2.0,1990,260000,3,2.5
1440,2.0,1986,250000,3,2.0
1010,1.0,1944,250000,3,1.0
960,1.0,1947,242000,2,1.0
1630,1.0,1973,231500,3,2.25
2090,1.0,1974,200000,4,2.0
860,1.0,1983,195000,2,1.0
920,1.0,1978,152000,3,1.0
1200,1.0,1959,150000,3,1.0
740,1.0,1942,114975,2,1.0
4575,2.5,1926,2920000,4,4.75
4040,1.0,1962,1650000,8,2.75
4410,2.0,1996,1500000,4,3.5
3700,2.0,1998,1480000,3,3.25
4860,2.0,1998,1070000,6,3.5
4300,2.0,2004,975000,5,4.5
3520,2.0,2014,859990,4,2.75
3190,2.0,2014,814842,3,2.5
2900,2.0,2006,808900,5,2.5
3220,2.0,1968,800000,4,2.25
3560,2.0,2006,790000,4,3.5
3500,2.0,2004,790000,4,2.5
3190,2.0,1998,780000,3,3.5
2050,1.5,1959,745000,3,1.75
3320,2.0,2000,665000,5,2.25
1060,1.0,1952,641200,3,1.0
3040,2.0,1986,640000,4,2.75
3420,2.0,2012,635000,4,3.25
1230,1.0,1927,625000,3,1.5
2530,1.0,1976,625000,4,3.0
2210,1.0,1967,620000,4,2.25
2090,2.0,1992,601000,4,2.5
2780,1.0,1968,582000,5,2.5
2310,1.5,1915,580000,7,2.75
1790,2.0,1984,578000,3,2.25
2440,1.0,1960,575000,4,1.75
1790,1.0,1972,570000,4,2.0
2140,1.0,1948,565000,4,1.75
2240,1.0,1956,534950,5,1.5
2130,1.0,1969,530000,4,2.25
1560,1.0,1969,525000,3,1.5
2360,1.0,2008,504600,5,3.0
1320,1.0,1951,500000,3,1.5
2090,2.0,2006,489900,4,2.5
2440,2.0,1992,483000,3,3.0
2200,1.0,1980,475000,4,2.75
1380,3.0,2008,475000,3,3.25
1140,3.0,2007,467000,2,2.5
2230,1.0,1978,464950,4,2.5
1610,2.0,2005,460000,3,2.5
1810,3.0,2008,450000,3,2.5
1450,1.0,1983,440000,3,1.75
1900,1.0,1970,440000,3,2.25
1760,1.0,1947,429950,4,1.0
1430,1.0,1960,412000,4,1.75
1600,1.0,1966,405000,3,1.5
2020,1.0,1910,400000,3,2.5
1470,2.0,2006,397500,3,2.5
2240,2.0,2013,389950,4,2.5
1860,1.0,1922,385000,3,2.0
1470,1.0,1949,380000,2,1.0
1170,1.0,1965,370000,3,1.0
1640,1.0,1965,369950,3,1.75
2650,2.0,1989,350000,4,2.5
2490,2.0,2000,344200,4,2.5
2340,1.0,1981,339900,4,2.5
2090,1.0,1979,339000,3,2.25
1920,2.0,2002,329950,4,2.5
1930,2.0,2004,326000,3,2.25
1640,1.0,1966,319000,3,1.75
1480,3.0,2007,319000,3,1.5
1660,1.0,1991,315000,3,1.75
1810,1.0,1980,314000,3,1.75
2560,1.0,1976,303000,4,2.25
1600,2.0,1993,299950,3,2.5
1650,2.0,2011,299000,3,2.5
840,1.0,1919,290000,2,1.0
1220,1.0,1966,289900,3,1.75
1690,2.0,1992,270000,3,2.5
1680,1.0,1948,258000,3,2.0
1030,1.0,1956,250000,2,1.0
920,1.0,1952,250000,3,1.0
1440,1.0,1966,246000,3,1.75
2350,1.0,1966,235000,3,2.5
1330,1.0,1967,230000,3,1.5
1140,1.0,1968,206000,3,1.75
1820,1.0,1962,205000,3,1.5
890,1.0,1935,199990,2,1.0
810,1.0,1923,194900,2,1.0
640,1.0,1942,165000,2,1.0
950,1.0,1972,162950,2,1.0
1480,1.0,1980,160000,3,1.5
3010,2.0,2014,839950,4,2.75
2900,2.0,1992,690000,4,2.5
1290,1.0,1922,492000,2,1.0
900,1.0,1944,451000,2,1.0
1320,2.0,2004,369000,3,2.5
1530,2.0,2011,335000,3,2.25
950,1.0,1968,335000,3,1.0
2220,1.0,1961,320000,4,1.5
1420,1.0,1962,235000,3,1.75
2030,2.0,1983,579000,4,2.25
1870,2.0,2005,300000,3,2.5
1720,1.0,1962,285000,3,1.75
4650,2.0,2008,1750000,4,4.5
3470,1.5,1906,1730000,4,2.25
5930,2.0,1996,1520000,5,3.5
3650,1.5,1907,1520000,4,4.25
2700,3.0,1990,1370000,2,3.25
3730,2.0,1990,1260000,4,2.5
4560,2.0,2001,1220000,3,3.0
3430,1.5,1984,1200000,3,2.5
3070,2.0,2006,1110000,5,3.25
2210,1.0,1977,1100000,4,3.5
5320,2.0,2003,1060000,4,4.0
3600,2.0,2013,1030000,4,3.25
2750,1.5,1904,980000,5,2.5
2190,2.5,1910,980000,4,2.0
3330,2.5,1988,950000,3,3.25
3820,2.0,2003,950000,4,3.25
3940,2.0,1992,933399,3,2.5
3790,2.0,1993,929950,3,3.5
4030,2.0,1975,890000,3,3.25
2720,2.0,1975,850000,4,3.0
2220,2.0,1919,850000,3,2.25
1760,1.5,1906,810000,4,1.75
3040,1.0,1958,799950,6,2.75
2880,2.0,1955,775000,4,2.5
3010,1.0,1970,745000,3,2.75
2970,2.0,2000,726000,5,3.0
2840,2.0,2008,718500,4,2.75
1640,1.5,1909,716100,3,1.0
2550,2.0,2004,711000,3,2.5
2140,1.0,1930,675000,2,1.75
2900,2.0,2002,675000,4,2.5
1650,1.0,1959,670000,2,1.75
2010,1.0,1963,650000,4,1.75
2540,1.0,1937,650000,3,2.5
2530,1.5,1975,650000,4,2.5
920,1.5,1996,650000,1,1.0
1910,2.0,2006,650000,3,2.5
2510,1.0,1977,630000,4,2.5
2660,2.0,1996,629000,4,2.5
1950,1.0,1962,615000,3,1.75
1630,3.0,2014,610000,3,1.75
3030,2.0,1986,608250,4,2.75
1270,1.5,1921,605000,2,2.0
1640,2.0,1998,602000,3,2.5
1770,1.5,1946,600000,4,1.5
2950,2.0,2006,599000,5,2.5
3140,1.0,1951,585000,4,1.75
2040,1.0,1925,580000,3,2.0
3200,1.0,1967,580000,3,2.5
1140,1.0,1909,576000,3,1.0
2810,1.0,1954,575000,4,1.5
2990,1.0,1972,575000,5,2.5
2070,3.0,2013,575000,4,2.25
2640,2.0,1998,570000,4,2.5
1980,1.5,1931,560000,4,1.75
2120,2.0,2001,559950,3,2.5
1570,1.0,1968,555000,3,1.75
1680,1.0,1960,550000,3,1.75
1410,1.0,1923,550000,3,1.75
1460,1.0,1950,540000,2,1.75
1540,1.0,1968,529950,3,2.0
3070,2.0,1995,529000,3,2.5
2360,1.0,1961,525000,5,2.5
1510,1.0,1962,516130,3,1.75
1540,1.0,1944,515000,3,2.5
1620,1.0,1968,498000,3,2.0
2240,1.0,1956,497000,3,1.5
1960,2.0,1965,490000,4,2.25
2846,1.5,2000,482000,4,2.5
1650,1.0,1977,476000,3,1.75
1480,2.5,1940,455000,3,1.0
1310,2.0,2006,450000,2,1.5
2448,2.0,2014,447055,4,2.5
1740,2.0,2012,447000,3,2.5
1870,1.0,1969,432000,3,2.0
1440,1.0,1954,430000,3,2.5
1540,2.0,1967,415000,4,1.5
1520,1.0,1996,413000,3,2.0
1270,1.0,1968,410000,3,2.0
1510,2.0,1978,406500,2,1.75
1610,1.0,1996,397000,2,1.75
2200,2.0,2010,396800,4,2.5
1640,2.0,1983,390000,3,2.25
1030,1.0,1924,385000,3,1.0
1020,1.0,1944,380000,3,1.0
1800,2.0,2011,379900,3,2.5
1060,1.0,1959,364500,3,1.0
2130,1.0,1983,360000,3,2.25
1400,1.0,1943,359950,3,1.0
940,1.0,1959,358000,3,1.0
1322,2.0,2005,350000,3,2.25
2210,2.0,1967,336000,4,2.25
1830,2.0,2004,335000,4,2.5
1010,1.0,1967,325000,3,1.75
1770,1.0,1990,320900,3,2.0
2000,1.0,1978,320000,3,1.75
2330,2.0,2004,308000,4,2.5
2420,2.0,1996,307999,4,2.75
1240,1.0,1952,294950,3,1.0
1300,1.0,1959,281000,3,1.0
1430,1.0,1925,279000,3,1.75
1540,1.0,1972,270000,3,1.5
1150,1.0,1910,270000,2,1.0
1520,1.0,1981,269950,3,2.5
1170,1.0,1952,265000,3,1.75
1170,1.0,1968,252000,3,1.0
1010,1.0,1969,240000,3,1.5
1280,1.0,1950,239000,4,1.0
710,1.0,1953,239000,2,1.0
920,1.0,1948,210000,3,1.0
820,1.0,1942,208000,2,1.0
590,1.0,1944,202000,1,0.75
1010,2.0,2007,200000,1,1.5
1510,1.0,1966,199000,3,1.0
1250,1.0,1958,170000,3,1.0
1370,1.0,1963,168000,3,1.5
3170,2.0,1975,1600000,3,2.25
3760,1.0,1969,1380000,5,4.0
1670,1.5,1919,1300000,5,1.0
4240,2.0,1989,1160000,4,2.5
3050,1.5,1950,975000,3,2.5
3750,1.0,1981,942500,5,3.5
3850,2.0,1963,925000,5,3.0
2380,1.0,1963,921000,3,2.25
3560,2.0,2014,907687,4,2.5
2260,1.0,1948,864000,4,1.75
3290,2.0,2003,856500,4,2.5
4920,1.0,1960,850000,6,3.25
2290,1.0,1948,840500,4,2.25
2890,2.0,2003,825000,5,2.5
1370,1.0,1955,815000,3,1.5
1720,1.5,1915,775000,5,1.5
2670,2.0,1941,750000,4,1.75
2290,2.0,1972,745000,4,2.25
3050,2.0,2007,740000,4,2.5
2770,2.0,1988,711000,4,2.5
3420,2.0,2002,650000,4,2.5
2330,2.0,2004,645000,4,2.75
1420,1.0,1953,641000,2,1.0
2500,2.0,1991,640000,4,2.5
1900,1.0,1957,630000,5,2.0
2570,2.0,2000,625000,4,2.5
1880,1.0,1950,625000,3,2.0
1800,1.0,1941,607500,3,1.5
2150,1.0,1982,607000,4,2.75
940,1.0,1945,600000,3,1.0
1180,1.0,1909,600000,2,1.0
2150,2.0,1995,587000,3,2.5
2050,2.0,1989,585000,3,2.5
2550,2.0,2001,575000,4,2.5
2350,2.0,1990,561600,4,2.5
2620,2.0,1988,557500,3,2.5
2380,2.0,1934,550000,3,2.0
2660,2.0,1992,545000,3,2.5
3180,2.0,2004,510000,4,2.75
2910,2.0,2013,504058,4,2.75
1620,2.0,1900,498000,3,2.5
2760,1.0,1968,495000,5,1.75
2800,1.0,1977,490000,4,2.25
1930,2.0,2005,490000,3,2.5
2180,2.0,1982,473000,5,3.25
1780,1.0,1977,470000,3,2.25
1140,3.0,2005,466000,2,1.5
1110,1.0,1937,448000,2,1.0
2430,1.5,1909,445000,4,1.75
2190,1.0,1994,432000,3,2.0
1710,2.0,1996,431000,3,2.5
1440,2.0,1990,430000,2,2.0
1970,2.0,1978,425500,3,2.5
1320,1.0,1969,409950,3,1.75
1640,2.0,1974,409000,2,2.25
1010,1.0,1954,405500,3,1.5
1480,2.0,1995,402500,3,1.75
2300,2.0,1905,400000,5,1.75
1590,1.0,1998,399950,3,2.0
1970,1.0,1968,396000,4,1.75
1950,1.0,1956,390000,3,2.75
1440,1.0,1923,390000,1,1.75
2220,1.0,1963,374000,4,1.75
1890,1.0,1969,372000,4,1.75
2130,2.0,2009,370000,4,2.5
1460,2.0,2008,362764,3,2.0
1600,1.5,1930,355000,3,1.0
3200,1.0,1978,350000,3,3.0
1080,2.0,1984,350000,2,1.75
1800,1.0,1979,340000,4,1.75
1130,2.0,1996,340000,3,2.0
1510,1.0,1985,330000,3,1.75
